name_address,answer number,QDCOUNT,ANCOUNT,NSCOUNT,ARCOUNT,ANAME,ATYPE,ACLASS,TTL,RDLENGTH,RDDATA,RDDATA decoded
google.com,1,1,1,0,0,c00c,"0001 (""A"")",0001,178,4,8efaba6e,142.250.186.110
aut.ac.ir,1,1,1,0,0,c00c,"0001 (""A"")",0001,586,4,b9d35883,185.211.88.131
github.com,1,1,1,0,0,c00c,"0001 (""A"")",0001,20,4,8c527903,140.82.121.3
stackoverflow.com,1,1,4,0,0,c00c,"0001 (""A"")",0001,2491,4,97658145,151.101.129.69
stackoverflow.com,2,1,4,0,0,c00c,"0001 (""A"")",0001,2491,4,97650145,151.101.1.69
stackoverflow.com,3,1,4,0,0,c00c,"0001 (""A"")",0001,2491,4,97654145,151.101.65.69
stackoverflow.com,4,1,4,0,0,c00c,"0001 (""A"")",0001,2491,4,9765c145,151.101.193.69
bing.com,1,1,2,0,0,c00c,"0001 (""A"")",0001,1590,4,cc4fc5c8,204.79.197.200
bing.com,2,1,2,0,0,c00c,"0001 (""A"")",0001,1590,4,0d6b15c8,13.107.21.200
